Date/Time	Real Time	Temp	Batt.	Press	Light	Tx Cnt	Tx Mode	Midnight	SR Cnt	SS Cnt	Pop Reason	Pop Day	Pop Time
6/25/2008 13:40	13:38:45	67	148	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 13:48	13:46:50	68	148	15	255	21	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 13:48	13:46:50	68	148	15	255	21	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 14:12	14:10:59	67	148	15	255	24	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 15:25	15:23:30	68	149	15	255	1	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 15:41	15:39:37	68	149	15	255	3	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 15:49	15:47:40	68	149	15	255	4	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 16:21	16:19:54	67	149	15	255	8	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 17:01	17:00:11	68	148	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 17:17	17:16:18	68	149	15	255	15	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 17:58	17:56:34	68	149	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 18:46	18:44:53	68	149	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 19:42	19:41:14	68	149	15	255	1	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 20:23	20:21:33	67	150	15	255	6	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 21:19	21:17:56	67	150	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 22:07	22:06:15	67	150	15	255	19	0	0:15	15	15	6	6/23/2008	11:57
6/25/2008 23:04	23:02:36	67	150	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 0:08	00:07:06	67	149	15	255	2	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 2:01	01:59:55	67	150	15	255	16	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 3:30	03:28:32	68	150	15	255	27	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 3:38	03:36:35	68	150	15	255	28	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 3:46	03:44:39	68	150	15	255	29	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 5:14	05:13:18	68	151	15	255	8	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 5:22	05:21:23	68	151	15	255	9	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 6:35	06:33:52	67	151	15	255	18	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 6:51	06:49:59	67	151	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 7:07	07:06:06	67	150	15	255	22	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 7:07	07:06:06	67	150	15	255	22	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 7:39	07:38:18	68	151	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 8:20	08:18:35	68	151	15	255	31	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 8:36	08:34:42	68	151	15	255	1	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 8:44	08:42:47	68	151	15	255	2	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 8:44	08:42:47	68	151	15	255	2	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 9:56	09:55:17	68	151	15	255	11	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 10:12	10:11:25	68	151	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 10:21	10:19:27	68	151	15	255	14	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 10:21	10:19:27	68	151	15	255	14	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 10:29	10:27:32	68	151	15	255	15	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 11:41	11:40:03	68	151	15	255	24	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 11:57	11:56:08	68	151	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 12:05	12:04:11	68	151	15	255	27	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 12:05	12:04:11	68	151	15	255	27	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 13:18	13:16:44	68	152	15	255	4	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 13:26	13:24:46	68	152	15	255	5	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 13:42	13:40:54	68	152	15	255	7	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 14:22	14:21:09	68	152	15	255	12	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 15:03	15:01:26	68	153	15	255	17	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 15:27	15:25:38	68	153	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 15:27	15:25:38	68	153	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 15:59	15:57:50	68	153	15	255	24	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 18:24	18:22:50	68	154	15	255	10	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 18:48	18:47:01	68	154	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 20:01	19:59:29	67	154	15	255	22	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 20:57	20:55:51	67	154	15	255	29	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 21:37	21:36:09	67	154	15	255	2	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 21:45	21:44:11	67	154	15	255	3	0	0:15	15	15	6	6/23/2008	11:57
6/26/2008 22:42	22:40:35	67	154	15	255	10	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 0:02	00:01:14	67	154	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 1:39	01:37:53	67	155	15	255	0	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 3:24	03:22:37	67	155	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 3:24	03:22:37	67	155	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 5:00	04:59:17	67	156	15	255	25	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 5:00	04:59:17	67	156	15	255	25	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 5:08	05:07:22	67	156	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 5:08	05:07:22	67	156	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 5:33	05:31:31	67	156	15	255	29	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 6:45	06:44:00	67	156	15	255	6	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 8:22	08:20:38	67	156	15	255	18	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 8:22	08:20:38	67	156	15	255	18	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 8:30	08:28:40	67	156	15	255	19	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 8:54	08:52:51	67	156	15	255	22	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 9:34	09:33:07	67	157	15	255	27	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 10:06	10:05:22	68	157	15	255	31	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 10:15	10:13:26	68	157	15	255	0	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 11:19	11:17:53	68	158	15	255	8	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 11:43	11:42:02	69	158	15	255	11	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 11:43	11:42:02	69	158	15	255	11	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 12:56	12:54:32	68	159	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 13:28	13:26:46	69	160	15	255	24	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 13:36	13:34:49	68	160	15	255	25	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 14:00	13:59:01	69	160	15	255	28	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 14:40	14:39:17	68	160	15	255	1	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 15:05	15:03:27	68	161	15	255	4	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 16:17	16:15:59	68	161	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 16:41	16:40:09	68	162	15	255	16	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 16:57	16:56:15	68	162	15	255	18	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 17:13	17:12:22	68	162	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 17:54	17:52:37	68	162	15	255	25	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 18:02	18:00:42	68	161	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 18:26	18:24:52	68	162	15	255	29	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 18:58	18:57:05	68	162	15	255	1	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 19:38	19:37:22	67	162	15	255	6	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 23:00	22:58:44	67	162	15	255	31	0	0:15	15	15	6	6/23/2008	11:57
6/27/2008 23:48	23:47:03	67	162	15	255	5	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 1:25	01:23:49	68	162	15	255	17	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 1:33	01:31:54	68	162	15	255	18	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 1:33	01:31:54	68	162	15	255	18	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 2:54	02:52:27	68	163	15	255	28	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 3:18	03:16:39	68	163	15	255	31	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 4:54	04:53:21	68	163	15	255	11	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 4:54	04:53:21	68	163	15	255	11	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 5:11	05:09:26	68	163	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 6:15	06:13:56	68	163	15	255	21	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 6:31	06:30:03	68	163	15	255	23	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 6:55	06:54:13	68	163	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 8:16	08:14:46	68	163	15	255	4	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 8:16	08:14:46	68	163	15	255	4	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 8:24	08:22:49	68	163	15	255	5	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 9:12	09:11:11	68	163	15	255	11	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 9:36	09:35:21	68	163	15	255	14	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 10:01	09:59:31	68	163	15	255	17	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 11:21	11:20:06	69	164	15	255	27	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 11:37	11:36:11	69	164	15	255	29	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 11:37	11:36:11	69	164	15	255	29	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 12:01	12:00:21	69	163	15	255	0	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 12:34	12:32:36	69	164	15	255	4	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 12:58	12:56:46	70	164	15	255	7	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 13:14	13:12:53	70	164	15	255	9	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 13:22	13:20:56	70	164	15	255	10	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 13:38	13:37:02	70	164	15	255	12	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 14:18	14:17:19	71	165	15	255	17	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 14:35	14:33:24	70	165	15	255	19	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 16:19	16:18:08	70	165	15	255	0	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 17:00	16:58:26	71	165	15	255	5	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 17:56	17:54:47	70	166	15	255	12	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 18:36	18:35:05	71	166	15	255	17	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 20:21	20:19:47	70	166	15	255	30	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 22:38	22:36:42	70	165	15	255	15	0	0:15	15	15	6	6/23/2008	11:57
6/28/2008 23:34	23:33:06	69	165	15	255	22	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 1:19	01:17:53	69	165	15	255	3	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 2:32	02:30:24	69	164	15	255	12	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 3:04	03:02:35	69	165	15	255	16	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 3:04	03:02:35	69	165	15	255	16	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 4:40	04:39:19	69	165	15	255	28	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 6:25	06:24:04	70	165	15	255	9	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 6:25	06:24:04	70	165	15	255	9	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 7:05	07:04:18	70	165	15	255	14	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 7:30	07:28:29	70	165	15	255	17	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 7:38	07:36:32	70	165	15	255	18	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 8:02	08:00:42	70	165	15	255	21	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 8:10	08:08:47	69	165	15	255	22	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 8:18	08:16:49	70	165	15	255	23	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 8:50	08:49:02	70	165	15	255	27	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 9:14	09:13:14	70	165	15	255	30	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 9:47	09:45:28	70	165	15	255	2	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 9:55	09:53:31	70	165	15	255	3	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 10:27	10:25:44	70	165	15	255	7	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 10:51	10:49:54	70	165	15	255	10	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 11:31	11:30:12	70	165	15	255	15	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 11:31	11:30:12	70	165	15	255	15	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 11:39	11:38:14	70	165	15	255	16	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 12:36	12:34:37	70	165	15	255	23	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 13:08	13:06:50	70	165	15	255	27	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 13:16	13:14:55	70	165	15	255	28	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 13:48	13:47:08	70	165	15	255	0	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 14:53	14:51:33	71	165	15	255	8	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 15:33	15:31:50	71	166	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 15:57	15:56:00	71	165	15	255	16	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 16:37	16:36:17	72	166	15	255	21	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 17:34	17:32:41	72	166	15	255	28	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 18:14	18:12:56	72	166	15	255	1	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 18:54	18:53:12	72	166	15	255	6	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 19:59	19:57:38	72	167	15	255	14	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 20:31	20:29:53	72	167	15	255	18	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 21:35	21:34:19	72	167	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 21:44	21:42:21	72	167	15	255	27	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 22:16	22:14:34	72	167	15	255	31	0	0:15	15	15	6	6/23/2008	11:57
6/29/2008 23:28	23:27:03	71	166	15	255	8	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 0:25	00:23:30	71	166	15	255	15	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 1:05	01:03:47	71	166	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 2:09	02:08:14	71	166	15	255	28	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 2:50	02:48:29	71	166	15	255	1	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 3:46	03:44:53	72	166	15	255	8	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 4:34	04:33:13	72	166	15	255	14	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 6:11	06:09:53	74	166	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 6:11	06:09:53	74	166	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 6:43	06:42:07	74	167	15	255	30	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 7:07	07:06:17	74	167	15	255	1	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 7:56	07:54:37	75	167	15	255	7	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 7:56	07:54:37	75	167	15	255	7	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 7:56	07:54:37	75	167	15	255	7	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 8:28	08:26:51	75	167	15	255	11	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 8:52	08:51:00	76	167	15	255	14	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 9:32	09:31:19	77	167	15	255	19	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 9:32	09:31:19	77	167	15	255	19	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 9:41	09:39:21	77	167	15	255	20	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 10:05	10:03:31	76	167	15	255	23	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 10:29	10:27:42	76	167	15	255	26	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 11:17	11:16:04	76	167	15	255	0	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 11:17	11:16:04	76	167	15	255	0	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 11:49	11:48:17	75	167	15	255	4	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 12:06	12:04:22	75	167	15	255	6	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 12:54	12:52:45	74	167	15	255	12	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 12:54	12:52:45	74	167	15	255	12	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 13:02	13:00:48	74	166	15	255	13	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 13:26	13:24:57	74	167	15	255	16	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 13:50	13:49:08	74	166	15	255	19	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 14:39	14:37:27	74	166	15	255	25	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 14:39	14:37:27	74	166	15	255	25	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 14:39	14:37:27	74	166	15	255	25	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 15:11	15:09:40	73	166	15	255	29	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 16:15	16:14:09	73	166	15	255	5	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 16:23	16:22:12	73	166	15	255	6	0	0:15	15	15	6	6/23/2008	11:57
6/30/2008 17:12	17:10:31	72	166	15	255	12	0	0:15	15	15	6	6/23/2008	11:57
