7/12/2009 22:35:30	0	72.93	-15.489	58.297	78.808
7/12/2009 22:38:59	0	72.944	-15.609	58.233	-104.492
7/12/2009 22:57:53	0	72.99	-15.539	57.446	85.849
7/13/2009 5:27:05	A	72.949	-15.794		
7/13/2009 5:27:05	1	72.964	-15.571		
7/13/2009 5:27:05	A	72.949	-15.794	56.657	-124.318
7/13/2009 5:27:05	1	72.964	-15.571	84.226	32.32
7/13/2009 5:42:01	1	72.962	-15.556	68.085	-40.675
7/13/2009 5:51:58	B	72.992	-15.659	57.062	-118.879
7/13/2009 6:24:21	1	72.963	-15.57	75.717	-1.092
7/13/2009 7:08:41	0	72.969	-15.432		
7/13/2009 7:08:40	1	72.959	-15.574		
7/13/2009 7:08:41	0	72.969	-15.432	61.382	-85.96
7/13/2009 7:08:40	1	72.959	-15.574	87.751	-58.157
7/13/2009 7:24:07	0	72.957	-15.557	74.911	-6.205
7/13/2009 7:33:05	0	72.957	-15.569	61.885	-80.035
7/13/2009 8:04:27	1	72.949	-15.57	82.707	32.215
7/13/2009 8:49:17	1	72.952	-15.574	80.731	-51.698
7/13/2009 8:49:48	1	72.949	-15.552	67.207	-48.256
7/13/2009 9:07:12	2	72.95	-15.558	82.047	24.193
7/13/2009 9:14:11	1	72.944	-15.533	68.061	-42.429
7/13/2009 9:44:05	1	72.947	-15.559	89.16	-12.775
7/13/2009 10:31:53	0	72.905	-15.673	73.649	-11.708
7/13/2009 10:45:20	1	72.943	-15.543	88	-12.043
7/13/2009 10:56:17	1	72.936	-15.525	74.67	-6.445
7/13/2009 11:23:42	1	72.947	-15.536	82.818	-63.542
7/13/2009 12:35:26	1	72.955	-15.483	81.728	27.158
