29/08/2008	71.87	25.63
01/09/2008	72.49	22.14
12/09/2008	70.74	23.90
19/09/2008	73.78	22.12
02/10/2008	72.92	23.09
07/10/2008	72.92	22.84
21/10/2008	74.08	30.59
19/11/2008	73.59	30.50
