Date/Time	Real Time	Temp	Batt.	Press	Light	Tx Cnt	Tx Mode	Midnight	SR Cnt	SS Cnt	Pop Reason	Pop Day	Pop Time
11-09-2008 15:47:57	15:44:56	43	166	14	26	18	1	23:27	0	1	6	11-2-2008	21:35
11-09-2008 15:47:57	15:44:56	43	166	14	26	18	1	23:27	0	1	6	11-2-2008	21:35
11-13-2008 16:06:40	16:03:34	51	164	15	27	8	1	23:38	0	0	6	11-2-2008	21:35
11-13-2008 16:22:40	16:19:34	51	162	14	27	10	1	23:38	0	0	6	11-2-2008	21:35
11-22-2008 12:41:46	12:38:31	52	176	15	27	9	1	23:56	3	2	6	11-2-2008	21:35
11-23-2008 14:16:22	14:13:06	51	155	14	27	2	1	23:56	4	3	6	11-2-2008	21:35
11-23-2008 14:16:22	14:13:06	51	155	14	27	2	1	23:56	4	3	6	11-2-2008	21:35
11-23-2008 14:16:22	14:13:06	51	155	14	27	2	1	23:56	4	3	6	11-2-2008	21:35
11-23-2008 14:16:22	14:13:06	51	155	14	27	2	1	23:56	4	3	6	11-2-2008	21:35
11-23-2008 14:16:22	14:13:06	51	155	14	27	2	1	23:56	4	3	6	11-2-2008	21:35
11-23-2008 14:16:22	14:13:06	51	155	14	27	2	1	23:56	4	3	6	11-2-2008	21:35
