6/23/2008 16:03:52	2	72.366	-23.273	61.432	36.902
6/23/2008 16:11:23	2	72.369	-23.267	81.954	-72.89
6/23/2008 16:37:35	2	72.369	-23.289	60.816	46.007
6/23/2008 17:00:14	3	72.373	-23.296	76.6	-45.032
6/23/2008 17:43:30	1	72.363	-23.307	55.933	76.415
6/23/2008 17:50:32	1	72.375	-23.315	74.765	-36.012
6/23/2008 18:18:42	0	72.374	-23.307	56.007	85.151
6/23/2008 18:40:51	2	72.369	-23.308	69.686	-8.791
6/23/2008 19:33:45	0	72.368	-23.41	68.173	0.567
6/23/2008 20:21:33	2	72.37	-23.309	63.249	28.743
6/23/2008 21:11:55	2	72.377	-23.346	61.935	38.925
6/23/2008 22:01:15	1	72.368	-23.287	57.775	68.012
6/23/2008 22:47:04	0	72.369	-23.258	60.262	-94.148
6/23/2008 22:52:36	1	72.363	-23.264	56.664	78.264
6/24/2008 0:30:23	2	72.368	-23.263	66.195	-56.744
6/24/2008 1:10:10	0	72.374	-23.257	57.551	-117.277
6/24/2008 2:20:39	0	72.372	-23.271	60.84	-87.716
6/24/2008 2:50:53	2	72.371	-23.271	62.919	-78.662
6/24/2008 3:54:20	2	72.375	-23.281	80.202	14.725
6/24/2008 4:03:25	1	72.375	-23.274	67.127	-50.648
6/24/2008 4:31:07	1	72.377	-23.266	69.276	-40.674
6/24/2008 5:34:33	3	72.376	-23.309	87.574	36.322
6/24/2008 5:44:07	0	72.368	-23.367	56.807	-123.889
6/24/2008 6:13:21	2	72.374	-23.313	75.951	-4.327
6/24/2008 6:35:59	1	72.368	-23.342	60.173	-95.812
6/24/2008 7:15:47	2	72.372	-23.318	84.739	-79.337
6/24/2008 7:26:22	1	72.367	-23.317	61.801	-85.63
6/24/2008 7:26:52	2	72.367	-23.323	81.343	17.277
6/24/2008 7:54:34	3	72.373	-23.313	83.018	31.156
6/24/2008 8:15:43	0	72.375	-23.326	66.306	-57.627
6/24/2008 8:56:01	2	72.37	-23.28	77.353	-48.115
