Date	SR min	SR Time	SS min	SS Time	Min Light	Max Light	Min Press	Max Press	Min Temp	Max Temp	SR Press	SS Press
06-12-2008	2047	34:07	2047	34:07	FF	FF	0F	10	40	41	0F	0F
06-13-2008	2047	34:07	2047	34:07	FF	FF	0F	11	40	41	0F	0F
06-14-2008	2047	34:07	2047	34:07	1F	FF	0F	27	3B	43	0F	0F
06-15-2008	2047	34:07	2047	34:07	FF	FF	0F	11	41	45	0F	0F
06-16-2008	2047	34:07	2047	34:07	1E	FF	0F	2A	3C	45	0F	0F
06-17-2008	2047	34:07	2047	34:07	BC	FF	0F	17	40	48	0F	0F
06-18-2008	2047	34:07	2047	34:07	FF	FF	0F	10	44	47	0F	0F
06-19-2008	2047	34:07	2047	34:07	20	FF	0F	21	3E	46	0F	0F
06-20-2008	2047	34:07	2047	34:07	FF	FF	0F	10	44	45	0F	0F
06-21-2008	2047	34:07	2047	34:07	FF	FF	0F	13	43	45	0F	0F
06-22-2008	2047	34:07	2047	34:07	 	 	 	 	43	45	0F	0F
06-23-2008	2047	34:07	2047	34:07	23	FF	0F	1C	3F	47	0F	0F
06-24-2008	2047	34:07	2047	34:07	1F	FF	0F	18	3D	46	0F	0F
06-25-2008	2047	34:07	2047	34:07	1F	FF	0F	16	3F	46	0F	0F
06-26-2008	2047	34:07	2047	34:07	1F	FF	0F	14	42	46	0F	0F
06-27-2008	2047	34:07	2047	34:07	1F	FF	0F	14	40	47	0F	0F
06-28-2008	2047	34:07	2047	34:07	4A	FF	0F	13	42	49	0F	0F
06-29-2008	2047	34:07	2047	34:07	AB	FF	0F	13	45	4E	0F	0F
06-30-2008	2047	34:07	2047	34:07	C5	FF	0F	13	46	4B	0F	0F
07-01-2008	2047	34:07	2047	34:07	5A	FF	0F	14	45	54	0F	0F
07-02-2008	2047	34:07	2047	34:07	30	FF	0F	1A	3E	4D	0F	0F
07-03-2008	2047	34:07	2047	34:07	FF	FF	0F	10	4B	4C	0F	0F
07-04-2008	2047	34:07	2047	34:07	FF	FF	0F	13	48	4B	0F	0F
07-05-2008	2047	34:07	2047	34:07	1F	FF	0F	1F	40	4A	0F	0F
07-06-2008	2047	34:07	2047	34:07	46	FF	0F	13	48	4B	0F	0F
07-07-2008	2047	34:07	2047	34:07	59	FF	0F	19	43	4B	0F	0F
07-08-2008	2047	34:07	2047	34:07	52	FF	0F	17	40	4B	0F	0F
07-09-2008	2047	34:07	2047	34:07	1E	FF	0F	2A	3D	4E	0F	0F
07-10-2008	2047	34:07	2047	34:07	1F	FF	0F	2A	3D	4E	0F	0F
07-11-2008	2047	34:07	2047	34:07	69	FF	0F	18	42	4E	0F	0F
07-12-2008	2047	34:07	2047	34:07	1F	FF	0F	24	40	4F	0F	0F
07-13-2008	2047	34:07	2047	34:07	1F	FF	0F	2F	3C	50	0F	0F
07-14-2008	2047	34:07	2047	34:07	65	FF	0F	14	49	4E	0F	0F
07-15-2008	2047	34:07	2047	34:07	32	FF	0F	18	45	4F	0F	0F
07-16-2008	2047	34:07	2047	34:07	1F	FF	0F	1F	3F	50	0F	0F
07-17-2008	2047	34:07	2047	34:07	20	FF	0F	1E	3E	4E	0F	0F
07-18-2008	2047	34:07	2047	34:07	1D	FF	0F	22	3D	4E	0F	0F
07-19-2008	2047	34:07	1081	18:01	1D	FF	0F	2A	37	4C	0F	23
07-20-2008	300	05:00	2047	34:07	1C	FF	0F	20	38	4F	12	23
07-21-2008	407	06:47	1312	21:52	1C	FF	0F	21	38	4B	12	15
07-22-2008	2047	34:07	2047	34:07	1D	FF	0F	1F	39	49	12	15
07-23-2008	2047	34:07	2047	34:07	1E	FF	0F	1E	3B	49	12	15
07-24-2008	2047	34:07	2047	34:07	1D	FF	0F	22	39	4E	12	15
07-25-2008	2047	34:07	2047	34:07	1E	FF	0F	21	39	4B	12	15
07-26-2008	2047	34:07	2047	34:07	1E	FF	0F	2C	37	4C	12	15
07-27-2008	2047	34:07	2047	34:07	1E	FF	0F	43	33	50	12	15
07-28-2008	2047	34:07	2047	34:07	1E	FF	0F	3F	34	4E	12	15
07-29-2008	2047	34:07	2047	34:07	1E	FF	0F	34	32	4E	12	15
07-30-2008	2047	34:07	2047	34:07	1F	FF	0F	2D	36	4D	12	15
07-31-2008	2047	34:07	2047	34:07	1E	FF	0F	24	3A	4E	12	15
08-01-2008	2047	34:07	2047	34:07	1E	FF	0F	23	3C	4D	12	15
08-02-2008	2047	34:07	2047	34:07	1F	FF	0F	2B	3A	50	12	15
08-03-2008	2047	34:07	2047	34:07	1D	FF	0F	4B	32	4B	12	15
08-04-2008	263	04:23	1008	16:48	1D	FF	0F	48	34	4B	16	19
08-05-2008	372	06:12	2047	34:07	1E	FF	0F	36	35	4B	10	19
08-06-2008	2047	34:07	1030	17:10	1D	FF	0F	31	37	4A	10	18
08-07-2008	093	01:33	2047	34:07	1A	FF	0F	29	3C	4E	0F	18
08-08-2008	2047	34:07	2047	34:07	1D	FF	0F	45	35	50	0F	18
08-09-2008	2047	34:07	2047	34:07	1E	FF	0F	4D	32	4E	0F	18
08-10-2008	2047	34:07	2047	34:07	1E	FF	0F	35	39	4E	0F	18
08-11-2008	2047	34:07	2047	34:07	1D	FF	0F	27	39	4F	0F	18
08-12-2008	2047	34:07	2047	34:07	1F	FF	0F	16	3F	54	0F	18
08-13-2008	2047	34:07	2047	34:07	1F	FF	0F	1E	3D	53	0F	18
08-14-2008	2047	34:07	1213	20:13	1D	FF	0F	19	40	51	0F	15
08-15-2008	111	01:51	2047	34:07	1F	FF	0F	1D	43	4F	13	15
08-16-2008	2047	34:07	2047	34:07	1F	FF	0F	15	48	4E	13	15
08-17-2008	056	00:56	1221	20:21	1E	FF	0F	14	4C	52	0F	12
08-18-2008	055	00:55	1186	19:46	1D	FF	0F	44	35	52	0F	13
08-19-2008	047	00:47	1196	19:56	1E	FF	0F	25	41	52	0F	11
08-20-2008	172	02:52	1223	20:23	1E	FF	0F	25	42	53	14	0F
08-21-2008	149	02:29	1197	19:57	1E	FF	0F	48	33	53	0F	14
08-22-2008	275	04:35	1202	20:02	1E	FF	0F	35	37	52	13	11
08-23-2008	161	02:41	1220	20:20	1F	FF	0F	15	4B	53	10	0F
08-24-2008	244	04:04	1167	19:27	1E	FF	0F	15	47	53	13	12
08-25-2008	055	00:55	1214	20:14	1E	FF	0F	15	4C	51	0F	10
08-26-2008	209	03:29	1208	20:08	1F	FF	0F	16	4B	50	13	10
08-27-2008	250	04:10	1193	19:53	1E	FF	0F	15	48	4F	13	10
08-28-2008	235	03:55	1170	19:30	1F	FF	0F	16	4A	52	13	10
08-29-2008	130	02:10	1147	19:07	1E	FF	0F	20	43	52	0F	0F
08-30-2008	144	02:24	1165	19:25	1E	FF	0F	23	40	50	0F	0F
08-31-2008	131	02:11	1138	18:58	1F	FF	0F	18	43	4F	0F	0F
09-01-2008	154	02:34	1149	19:09	1E	FF	0F	1E	43	50	0F	0F
09-02-2008	150	02:30	1146	19:06	1F	FF	0F	21	45	51	0F	0F
09-03-2008	161	02:41	1040	17:20	1D	FF	0F	28	41	4F	0F	15
09-04-2008	297	04:57	1121	18:41	1E	FF	0F	24	41	4F	14	0F
09-05-2008	254	04:14	1135	18:55	1E	FF	0F	17	4B	50	13	0F
09-06-2008	339	05:39	1124	18:44	1F	FF	0F	17	4A	4F	10	10
09-07-2008	320	05:20	1099	18:19	1E	FF	0F	34	3E	50	11	0F
09-08-2008	170	02:50	1110	18:30	1E	FF	0F	18	4B	50	0F	10
09-09-2008	175	02:55	1022	17:02	1E	FF	0F	18	48	50	0F	14
09-10-2008	336	05:36	1087	18:07	1E	FF	0F	17	47	4E	14	0F
09-11-2008	230	03:50	1076	17:56	1F	FF	0F	18	48	4F	11	0F
09-12-2008	210	03:30	1071	17:51	1E	FF	0F	1A	43	4F	0F	0F
09-13-2008	192	03:12	1062	17:42	1E	FF	0F	17	4A	50	0F	10
09-14-2008	329	05:29	1035	17:15	1E	FF	0F	18	48	4F	10	13
09-15-2008	308	05:08	1015	16:55	1E	FF	0F	17	4B	50	11	14
09-16-2008	217	03:37	1056	17:36	1F	FF	0F	16	4C	50	10	0F
09-17-2008	224	03:44	1049	17:29	1D	FF	0F	50	33	50	0F	0F
09-18-2008	237	03:57	1056	17:36	1E	FF	0F	1B	41	4E	0F	0F
09-19-2008	239	03:59	1051	17:31	1E	FF	0F	19	3F	4E	0F	0F
09-20-2008	246	04:06	1024	17:04	1D	FF	0F	18	3F	48	0F	0F
09-21-2008	291	04:51	1017	16:57	1D	FF	0F	1C	3C	42	0F	0F
09-22-2008	250	04:10	1021	17:01	1D	FF	0F	19	3C	42	0F	0F
09-23-2008	259	04:19	1030	17:10	11	FF	0F	48	2E	41	0F	0F
09-24-2008	256	04:16	1015	16:55	1D	FF	0F	12	3A	43	0F	0F
09-25-2008	279	04:39	1002	16:42	1C	FF	0F	5E	2A	49	0F	0F
09-26-2008	310	05:10	990	16:30	1D	FF	0F	18	3E	49	0F	0F
09-27-2008	297	04:57	1000	16:40	1E	FF	0F	40	31	43	0F	0F
09-28-2008	302	05:02	1000	16:40	1D	FF	0F	16	3A	48	0F	0F
09-29-2008	299	04:59	999	16:39	1E	FF	0F	1C	45	48	0F	0F
09-30-2008	298	04:58	992	16:32	1E	FF	0F	16	46	4D	0F	0F
10-01-2008	290	04:50	983	16:23	1E	FF	0F	20	46	4B	0F	0F
10-02-2008	299	04:59	974	16:14	1D	FF	0F	15	37	47	0F	0F
10-03-2008	312	05:12	969	16:09	1D	FF	0F	26	36	3F	0F	0F
10-04-2008	314	05:14	566	09:26	1D	FF	0F	59	2A	3B	0F	2F
10-05-2008	330	05:30	954	15:54	1D	FF	0F	22	33	3A	11	0F
10-06-2008	361	06:01	936	15:36	1D	FF	0F	20	33	3E	0F	0F
10-07-2008	324	05:24	948	15:48	1E	FF	0F	28	35	44	0F	0F
10-08-2008	337	05:37	703	11:43	1C	FF	0F	5C	2C	46	0F	26
10-09-2008	337	05:37	928	15:28	19	FF	0F	4C	34	46	0F	0F
10-10-2008	588	09:48	918	15:18	1B	FF	0F	5A	2C	3F	17	0F
10-11-2008	347	05:47	856	14:16	1D	FF	0F	64	27	3D	0F	32
10-12-2008	391	06:31	899	14:59	12	FF	0F	60	29	3A	11	0F
10-13-2008	334	05:34	906	15:06	13	FF	0F	1E	36	3C	0F	0F
10-14-2008	333	05:33	899	14:59	1D	FF	0F	22	36	38	0F	0F
10-15-2008	470	07:50	884	14:44	18	FF	0F	23	33	37	0F	0F
10-16-2008	529	08:49	922	15:22	1D	FF	0F	23	31	37	14	0F
10-17-2008	384	06:24	847	14:07	1D	FF	0F	1D	2E	37	0F	0F
10-18-2008	617	10:17	856	14:16	1A	FF	0F	1F	33	36	0F	0F
10-19-2008	394	06:34	835	13:55	1C	FF	0F	0F	29	36	0F	0F
10-20-2008	2047	34:07	2047	34:07	0F	FF	0F	4B	25	37	0F	0F
10-21-2008	375	06:15	829	13:49	1C	FF	0F	0F	30	38	0F	0F
10-22-2008	414	06:54	830	13:50	1B	FF	0F	10	38	3E	0F	0F
10-23-2008	487	08:07	819	13:39	1B	FF	0F	58	2C	3E	0F	0F
10-24-2008	383	06:23	815	13:35	19	FF	0F	57	2D	3E	0F	0F
10-25-2008	382	06:22	808	13:28	1D	FF	0F	53	2A	3E	0F	0F
10-26-2008	411	06:51	821	13:41	1D	FF	0F	53	2B	3C	0F	0F
10-27-2008	496	08:16	781	13:01	1D	FF	0F	21	39	3B	10	0F
10-28-2008	445	07:25	776	12:56	1D	FF	0F	20	39	3B	0F	0F
10-29-2008	426	07:06	749	12:29	10	FF	0F	49	2F	3B	0F	0F
10-30-2008	596	09:56	766	12:46	1B	FF	0F	26	34	36	0F	12
10-31-2008	465	07:45	677	11:17	1D	FF	0F	4C	25	36	0F	17
11-01-2008	480	08:00	718	11:58	1D	FF	0F	16	31	35	0F	0F
11-02-2008	473	07:53	739	12:19	 	 	 	 	31	32	0F	0F
11-03-2008	506	08:26	682	11:22	1D	8B	0F	0F	2D	33	0F	0F
11-04-2008	517	08:37	739	12:19	14	FF	0F	3A	2A	30	0F	0F
11-05-2008	470	07:50	538	08:58	1B	FF	0F	32	2D	31	0F	15
11-06-2008	513	08:33	555	09:15	1D	FF	0F	24	2F	34	0F	17
11-07-2008	2047	34:07	2047	34:07	1D	2D	0F	4D	25	35	0F	17
11-08-2008	620	10:20	794	13:14	18	FF	0F	51	25	34	1B	0F
11-09-2008	555	09:15	685	11:25	1D	85	0F	4D	29	34	0F	0F
11-10-2008	2047	34:07	2047	34:07	0A	23	0F	51	29	36	0F	0F
11-11-2008	003	00:03	2047	34:07	1D	20	0F	4A	2A	37	0F	0F
11-12-2008	2047	34:07	2047	34:07	1D	FF	0F	20	33	37	0F	0F
11-13-2008	2047	34:07	003	00:03	1D	5D	0F	31	33	38	0F	0F
11-14-2008	2047	34:07	2047	34:07	15	67	0F	0F	36	39	0F	0F
11-15-2008	499	08:19	735	12:15	1D	4F	0F	0F	34	36	0F	0F
11-16-2008	2047	34:07	2047	34:07	 	 	 	 	2F	37	0F	0F
11-17-2008	003	00:03	2047	34:07	1D	20	0F	0F	33	37	0F	0F
11-18-2008	2047	34:07	2047	34:07	09	FF	0F	48	28	35	0F	0F
11-19-2008	2047	34:07	003	00:03	1D	20	0F	0F	33	36	0F	0F
11-20-2008	002	00:02	2047	34:07	0F	64	0F	0F	35	39	0F	0F
11-21-2008	2047	34:07	2047	34:07	18	24	0F	0F	37	39	0F	0F
11-22-2008	2047	34:07	2047	34:07	16	23	0F	0F	37	39	0F	0F
11-23-2008	2047	34:07	2047	34:07	1D	46	0F	0F	38	3B	0F	0F
11-24-2008	2047	34:07	001	00:01	13	D4	0F	0F	35	39	0F	0F
11-25-2008	2047	34:07	2047	34:07	12	C2	0F	0F	35	36	0F	0F
11-26-2008	2047	34:07	2047	34:07	11	36	0F	0F	32	35	0F	0F
11-27-2008	001	00:01	2047	34:07	13	56	0F	0F	31	33	0F	0F
11-28-2008	2047	34:07	2047	34:07	0E	5B	0F	0F	30	35	0F	0F
11-29-2008	2047	34:07	2047	34:07	11	36	0F	0F	30	32	0F	0F
11-30-2008	2047	34:07	2047	34:07	1B	29	0F	0F	 	 	 	 
12-01-2008	2047	34:07	2047	34:07	 	 	 	 	30	37	0F	0F
12-02-2008	2047	34:07	2047	34:07	 	 	 	 	37	38	0F	0F
12-03-2008	2047	34:07	2047	34:07	0F	49	0F	0F	35	38	0F	0F
12-04-2008	2047	34:07	2047	34:07	 	 	 	 	2F	36	0F	0F
