Date/Time	Real Time	Temp	Batt.	Press	Light	Tx Cnt	Tx Mode	Midnight	SR Cnt	SS Cnt	Pop Reason	Pop Day	Pop Time
10/19/2008 13:01	12:59:50	59	145	16	255	6	1	21:03	0	1	6	10/19/2008	7:23
10/19/2008 13:56	13:55:25	59	132	16	43	13	1	21:03	0	1	6	10/19/2008	7:23
10/19/2008 14:36	14:35:08	58	129	16	21	18	1	21:03	0	1	6	10/19/2008	7:23
10/19/2008 14:36	14:35:08	58	129	16	21	18	1	21:03	0	1	6	10/19/2008	7:23
10/19/2008 18:54	18:52:55	58	145	16	20	2	1	21:03	0	0	6	10/19/2008	7:23
10/20/2008 1:44	01:43:03	59	142	16	21	1	1	21:17	1	1	6	10/19/2008	7:23
10/20/2008 2:40	02:38:45	59	133	16	21	8	1	21:17	1	1	6	10/19/2008	7:23
10/20/2008 6:02	06:01:02	59	172	16	255	17	1	21:17	0	1	6	10/19/2008	7:23
10/20/2008 6:50	06:48:42	59	153	16	255	23	1	21:17	0	1	6	10/19/2008	7:23
10/20/2008 6:50	06:48:42	59	153	16	255	23	1	21:17	0	1	6	10/19/2008	7:23
10/20/2008 7:29	07:28:26	59	141	16	255	28	1	21:17	0	1	6	10/19/2008	7:23
10/20/2008 10:51	10:49:41	59	151	16	255	8	1	21:17	0	1	6	10/19/2008	7:23
10/20/2008 11:07	11:05:34	58	146	16	255	10	1	21:17	0	1	6	10/19/2008	7:23
10/20/2008 13:28	13:26:54	58	146	16	255	22	1	21:17	0	1	6	10/19/2008	7:23
10/20/2008 15:11	15:10:13	58	132	16	21	3	1	21:17	0	1	6	10/19/2008	7:23
10/20/2008 23:55	23:53:43	58	137	16	21	7	1	21:17	0	0	6	10/19/2008	7:23
10/21/2008 3:12	03:10:46	59	133	16	21	26	1	21:22	1	1	6	10/19/2008	7:23
10/21/2008 6:26	06:25:07	58	166	16	255	2	1	21:22	0	1	6	10/19/2008	7:23
10/21/2008 6:34	06:33:05	58	163	16	255	3	1	21:22	0	1	6	10/19/2008	7:23
10/21/2008 7:06	07:04:51	58	152	16	255	7	1	21:22	0	1	6	10/19/2008	7:23
10/21/2008 7:30	07:28:44	58	146	16	255	10	1	21:22	0	1	6	10/19/2008	7:23
10/21/2008 10:51	10:49:57	58	156	16	255	22	1	21:22	0	1	6	10/19/2008	7:23
10/21/2008 13:04	13:03:23	58	158	16	255	1	1	21:22	0	1	6	10/19/2008	7:23
10/21/2008 13:44	13:43:06	58	178	16	50	6	1	21:22	0	1	6	10/19/2008	7:23
10/21/2008 15:35	15:34:21	58	134	16	20	20	1	21:22	0	1	6	10/19/2008	7:23
10/21/2008 18:59	18:57:32	58	155	16	20	29	1	21:22	0	0	6	10/19/2008	7:23
10/22/2008 1:25	01:23:42	57	148	16	21	27	1	21:11	1	1	6	10/19/2008	7:23
10/22/2008 1:41	01:39:34	57	144	16	21	29	1	21:11	1	1	6	10/19/2008	7:23
10/22/2008 2:20	02:19:19	57	137	16	20	2	1	21:11	1	1	6	10/19/2008	7:23
10/22/2008 6:22	06:21:23	57	163	16	255	16	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 6:54	06:53:13	57	153	16	255	20	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 7:42	07:40:54	57	141	16	255	26	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 10:00	09:58:32	57	171	16	255	30	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 10:15	10:14:24	57	165	16	255	0	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 11:03	11:02:04	57	149	16	255	6	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 13:24	13:23:25	57	148	16	117	18	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 13:40	13:39:20	57	145	16	255	20	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 14:20	14:19:03	57	138	16	17	25	1	21:11	0	1	6	10/19/2008	7:23
10/22/2008 19:26	19:24:31	57	146	16	20	15	1	21:11	0	0	6	10/19/2008	7:23
10/23/2008 2:02	02:00:38	57	138	16	12	15	1	21:00	1	1	6	10/19/2008	7:23
10/23/2008 2:49	02:48:18	57	135	16	21	21	1	21:00	1	1	6	10/19/2008	7:23
10/23/2008 2:57	02:56:15	57	135	16	21	22	1	21:00	1	1	6	10/19/2008	7:23
