Date	SR min	SR Time	SS min	SS Time	Min Light	Max Light	Min Press	Max Press	Min Temp	Max Temp	SR Press	SS Press
7/15/2008	2047	34:07:00	2047	34:07:00	1C	FF	0F	39	28	48	13	13
7/16/2008	2047	34:07:00	2047	34:07:00	1D	FF	0F	2E	2F	49	13	13
7/17/2008	2047	34:07:00	2047	34:07:00	1C	FF	0F	24	30	4A	13	13
7/18/2008	2047	34:07:00	2047	34:07:00	1F	FF	10	16	3A	4B	13	13
7/19/2008	2047	34:07:00	2047	34:07:00	1C	FF	0F	27	2C	4C	13	13
7/20/2008	2047	34:07:00	2047	34:07:00	1C	FF	0F	34	 	 	 	 
7/21/2008	2047	34:07:00	2047	34:07:00	1E	FF	0F	1B	31	4F	13	13
7/22/2008	2047	34:07:00	2047	34:07:00	20	FF	10	1C	33	4E	13	13
7/23/2008	2047	34:07:00	2047	34:07:00	1E	FF	0F	1C	33	51	13	13
7/24/2008	2047	34:07:00	2047	34:07:00	30	FF	10	15	42	4F	13	13
7/25/2008	2047	34:07:00	2047	34:07:00	1D	FF	10	1A	32	4B	13	13
7/26/2008	2047	34:07:00	2047	34:07:00	FF	FF	10	13	46	49	13	13
7/27/2008	2047	34:07:00	2047	34:07:00	1C	FF	0F	39	21	49	13	13
7/28/2008	2047	34:07:00	2047	34:07:00	1F	FF	10	15	38	49	13	13
7/29/2008	2047	34:07:00	2047	34:07:00	2A	FF	10	16	3D	49	13	13
7/30/2008	2047	34:07:00	2047	34:07:00	1E	FF	10	19	38	46	13	13
7/31/2008	2047	34:07:00	2047	34:07:00	1E	FF	10	1A	37	45	13	13
8/1/2008	2047	34:07:00	2047	34:07:00	1C	FF	0F	37	22	44	13	13
8/2/2008	2047	34:07:00	2047	34:07:00	1D	FF	0F	25	22	47	13	13
8/3/2008	2047	34:07:00	2047	34:07:00	1E	FF	0F	15	3B	46	13	13
8/4/2008	2047	34:07:00	2047	34:07:00	1D	FF	0F	1C	2B	45	13	13
8/5/2008	2047	34:07:00	2047	34:07:00	38	FF	0F	1A	2F	47	13	13
8/6/2008	2047	34:07:00	2047	34:07:00	 	 	 	 	3B	49	13	13
8/7/2008	2047	34:07:00	2047	34:07:00	22	FF	10	18	2F	48	13	13
8/8/2008	2047	34:07:00	2047	34:07:00	1D	FF	10	19	2D	49	13	13
8/9/2008	2047	34:07:00	2047	34:07:00	1E	FF	10	18	2B	4D	13	13
8/10/2008	1379	22:59	1161	19:21	1E	FF	10	15	2F	49	10	10
8/11/2008	2047	34:07:00	1125	18:45	1D	FF	0F	19	2A	49	10	13
8/12/2008	1397	23:17	1183	19:43	1E	FF	10	14	42	4A	10	10
8/13/2008	1415	23:35	1141	19:01	1D	FF	10	14	40	4A	10	10
8/14/2008	2047	34:07:00	2047	34:07:00	1D	FF	0F	19	2F	4A	10	10
8/15/2008	1422	23:42	1152	19:12	1C	FF	0F	1C	36	48	10	10
8/16/2008	2047	34:07:00	1196	19:56	18	FF	10	1A	31	45	10	10
8/17/2008	1422	23:42	1144	19:04	1D	FF	0F	14	3F	43	10	10
8/18/2008	2047	34:07:00	1123	18:43	1C	FF	0F	1E	2D	46	10	10
8/19/2008	025	0:25	1099	18:19	1C	FF	10	19	36	4B	10	12
8/20/2008	037	0:37	1103	18:23	1C	FF	0F	19	31	4B	10	10
8/21/2008	043	0:43	1089	18:09	1C	FF	0F	20	2E	48	10	10
8/22/2008	011	0:11	1001	16:41	1D	FF	0F	1F	2F	42	10	14
8/23/2008	105	1:45	1081	18:01	1C	FF	0F	1B	2D	45	11	10
8/24/2008	029	0:29	1108	18:28	1C	FF	0F	1B	2A	43	10	10
8/25/2008	018	0:18	1088	18:08	1C	FF	10	18	40	45	10	10
8/26/2008	024	0:24	1076	17:56	1C	FF	10	17	35	46	10	10
8/27/2008	038	0:38	1004	16:44	1C	FF	10	1B	2A	43	10	14
8/28/2008	044	0:44	1054	17:34	1D	FF	0F	18	2C	45	10	10
8/29/2008	040	0:40	1092	18:12	1D	FF	0F	1F	29	42	10	10
8/30/2008	055	0:55	1073	17:53	1C	FF	0F	1F	30	44	10	10
8/31/2008	033	0:33	1077	17:57	1C	FF	10	20	2D	44	10	10
9/1/2008	039	0:39	1063	17:43	1C	FF	0F	24	2D	43	10	10
9/2/2008	089	1:29	1053	17:33	1D	FF	0F	14	3B	41	10	10
9/3/2008	066	1:06	1048	17:28	1C	FF	0F	1C	2D	41	10	10
9/4/2008	066	1:06	1050	17:30	1C	FF	10	16	3C	45	10	10
9/5/2008	144	2:24	1032	17:12	1C	FF	0F	17	3A	46	12	10
9/6/2008	092	1:32	1022	17:02	1C	FF	0F	1D	2B	3E	10	10
9/7/2008	086	1:26	1000	16:40	1D	FF	0F	20	2D	3F	10	18
9/8/2008	257	4:17	1023	17:03	19	FF	0F	23	25	3F	10	10
9/9/2008	101	1:41	1009	16:49	1C	FF	0F	1D	28	40	10	10
9/10/2008	193	3:13	939	15:39	1C	FF	0F	1F	26	40	14	16
9/11/2008	115	1:55	1021	17:01	1C	FF	10	1F	2A	43	10	10
9/12/2008	103	1:43	959	15:59	1C	FF	10	25	2A	42	10	13
9/13/2008	203	3:23	959	15:59	1C	FF	10	23	2B	42	12	11
9/14/2008	244	4:04	984	16:24	1C	FF	10	19	32	42	10	10
9/15/2008	110	1:50	978	16:18	1C	FF	10	1F	30	41	10	10
9/16/2008	130	2:10	976	16:16	1C	FF	10	16	34	42	10	10
9/17/2008	138	2:18	960	16:00	1C	FF	10	1A	2F	44	10	10
9/18/2008	272	4:32	908	15:08	1C	FF	10	1D	29	42	15	13
9/19/2008	145	2:25	949	15:49	1C	FF	10	20	2B	42	10	10
9/20/2008	143	2:23	935	15:35	1C	FF	0F	17	34	42	10	10
9/21/2008	139	2:19	957	15:57	1C	FF	10	1B	30	3F	10	10
9/22/2008	141	2:21	947	15:47	1C	FF	10	1D	2C	40	10	10
9/23/2008	163	2:43	941	15:41	1C	FF	0F	20	2B	41	10	10
9/24/2008	165	2:45	941	15:41	1C	FF	0F	1E	2F	40	10	10
9/25/2008	159	2:39	939	15:39	1C	FF	10	1E	30	40	10	10
9/26/2008	165	2:45	927	15:27	1C	FF	0F	20	28	40	10	10
9/27/2008	189	3:09	919	15:19	1C	FF	0F	1A	2C	3C	10	10
9/28/2008	185	3:05	913	15:13	1D	FF	0F	1D	2B	3C	10	10
9/29/2008	187	3:07	907	15:07	1B	FF	0F	1E	28	3C	10	10
9/30/2008	177	2:57	904	15:04	1B	FF	0F	2D	22	3E	10	10
10/1/2008	183	3:03	903	15:03	1C	FF	0F	22	2A	3F	10	10
10/2/2008	297	4:57	651	10:51	1C	FF	0F	33	29	40	10	18
10/3/2008	268	4:28	894	14:54	1C	FF	0F	21	2B	3F	10	10
10/4/2008	200	3:20	892	14:52	1C	FF	0F	27	29	3F	10	10
10/5/2008	246	4:06	880	14:40	1A	FF	0F	25	2A	3F	12	10
10/6/2008	216	3:36	870	14:30	1C	FF	0F	16	3B	3E	10	10
10/7/2008	224	3:44	877	14:37	1C	FF	0F	23	29	3E	10	10
10/8/2008	218	3:38	872	14:32	1C	FF	0F	18	30	3E	10	10
10/9/2008	219	3:39	859	14:19	1B	FF	0F	27	2A	3D	10	10
10/10/2008	216	3:36	851	14:11	1C	FF	0F	19	36	3D	10	10
10/11/2008	237	3:57	837	13:57	1C	FF	0F	1C	36	3E	10	10
10/12/2008	251	4:11	847	14:07	1C	FF	0F	2E	2A	3F	10	10
10/13/2008	210	3:30	626	10:26	1C	FF	0F	2E	2A	3D	10	1B
10/14/2008	252	4:12	842	14:02	1C	FF	0F	18	32	3D	10	10
10/15/2008	262	4:22	846	14:06	1C	FF	0F	10	39	3C	10	10
10/16/2008	264	4:24	836	13:56	1C	FF	0F	10	39	3B	10	10
10/17/2008	272	4:32	824	13:44	1C	FF	10	11	3A	3C	10	10
10/18/2008	275	4:35	811	13:31	1C	FF	0F	10	3A	3C	10	10
10/19/2008	267	4:27	848	14:08	1B	FF	0F	10	3A	3B	10	10
10/20/2008	255	4:15	870	14:30	14	FF	0F	10	3A	3B	10	10
10/21/2008	257	4:17	846	14:06	16	FF	0F	10	39	3B	10	10
10/22/2008	253	4:13	827	13:47	14	FF	0F	10	38	3A	10	10
10/23/2008	266	4:26	825	13:45	14	FF	0F	10	38	39	10	10
10/24/2008	269	4:29	825	13:45	13	FF	0F	10	37	38	10	10
10/25/2008	289	4:49	815	13:35	14	FF	10	10	37	38	10	10
10/26/2008	263	4:23	816	13:36	15	FF	0F	10	37	38	10	10
10/27/2008	283	4:43	820	13:40	15	FF	0F	10	37	39	10	10
10/28/2008	292	4:52	797	13:17	 	 	 	 	36	37	10	10
10/29/2008	287	4:47	801	13:21	17	FF	0F	10	36	37	10	10
10/30/2008	283	4:43	787	13:07	 	 	 	 	 	 	 	 
10/31/2008	295	4:55	814	13:34	14	FF	0F	10	34	36	10	10
11/1/2008	292	4:52	786	13:06	 	 	 	 	35	36	10	10
11/2/2008	302	5:02	795	13:15	 	 	 	 	31	35	10	10
11/4/2008	312	5:12	765	12:45	14	FF	0F	10	 	 	 	 
11/5/2008	312	5:12	779	12:59	 	 	 	 	 	 	 	 
